,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
50552,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49873.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430699.0,DONKATARU,VILLAGE,12.0,50.0,23.0,27.0,11.0,6.0,5.0,0.0,0.0,0.0,50.0,23.0,27.0,5.0,5.0,0.0,45.0,18.0,27.0,30.0,15.0,15.0,14.0,11.0,3.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,13.0,3.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,12.0,13.0,3.0,10.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,12.0,0.0356661480613316,8.13688909872284e-05,,,,,,,,,,,,,,,,,,,,953162.029
50564,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49897.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430838.0,SITAGANDHI,VILLAGE,16.0,55.0,25.0,30.0,10.0,5.0,5.0,0.0,0.0,0.0,54.0,25.0,29.0,1.0,1.0,0.0,54.0,24.0,30.0,35.0,16.0,19.0,29.0,14.0,15.0,28.0,14.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,11.0,0.137550329349227,0.0007564327852095,,,,,,,,,,,,,,,,,,,,8857341.954
50570,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49906.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430765.0,DABUGUDA,VILLAGE,33.0,152.0,87.0,65.0,14.0,11.0,3.0,7.0,5.0,2.0,145.0,82.0,63.0,57.0,39.0,18.0,95.0,48.0,47.0,76.0,36.0,40.0,33.0,30.0,3.0,33.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,37.0,42.0,6.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,32.0,35.0,4.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,51.0,25.0,0.0837671959951208,0.0002196339974196,,,,,,,,,,,,,,,,,,,,2568619.988
50575,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49912.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119954.0,KHAIRAPUT,430535.0,BASUDEBAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623439913681079,0.0001930788324757,,,,,,,,,,,,,,,,,,,,2257031.153
50592,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49936.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430841.0,TUMULUMAMUDI,VILLAGE,44.0,183.0,99.0,84.0,47.0,30.0,17.0,0.0,0.0,0.0,183.0,99.0,84.0,24.0,17.0,7.0,159.0,82.0,77.0,145.0,76.0,69.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,143.0,75.0,68.0,136.0,71.0,65.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,138.0,72.0,66.0,136.0,71.0,65.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,38.0,23.0,15.0,0.154658288619087,0.0004106734284785,,,,,,,,,,,,,,,,,,,,4809552.962
50594,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49938.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430763.0,JANTRI,VILLAGE,107.0,452.0,213.0,239.0,81.0,39.0,42.0,6.0,3.0,3.0,446.0,210.0,236.0,154.0,102.0,52.0,298.0,111.0,187.0,247.0,120.0,127.0,125.0,100.0,25.0,117.0,99.0,18.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,122.0,20.0,102.0,69.0,6.0,63.0,51.0,14.0,37.0,1.0,0.0,1.0,1.0,0.0,1.0,122.0,20.0,102.0,69.0,6.0,63.0,51.0,14.0,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,93.0,112.0,0.122807952047994,0.0002075173286636,,,,,,,,,,,,,,,,,,,,2427133.584
50611,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49960.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120012.0,DALAPATIGUDA,430401.0,KENDUGUDA,VILLAGE,103.0,399.0,191.0,208.0,104.0,50.0,54.0,33.0,17.0,16.0,339.0,162.0,177.0,178.0,130.0,48.0,221.0,61.0,160.0,220.0,112.0,108.0,141.0,98.0,43.0,66.0,57.0,9.0,46.0,26.0,20.0,4.0,1.0,3.0,25.0,14.0,11.0,79.0,14.0,65.0,0.0,0.0,0.0,78.0,14.0,64.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,14.0,65.0,0.0,0.0,0.0,78.0,14.0,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,79.0,100.0,0.0728286965429518,0.0002015237412693,,,,,,,,,,,,,,,,,,,,2354314.561
50612,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49961.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430554.0,SITAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692104673404307,0.0002572870358363,,,,,,,,,,,,,,,,,,,,3007403.553
50618,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49972.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120025.0,TEMURUPALLI,430417.0,PEDAGUDA,VILLAGE,74.0,317.0,161.0,156.0,45.0,25.0,20.0,0.0,0.0,0.0,316.0,161.0,155.0,30.0,18.0,12.0,287.0,143.0,144.0,206.0,105.0,101.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,101.0,101.0,66.0,65.0,1.0,136.0,36.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,101.0,101.0,66.0,65.0,1.0,136.0,36.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,56.0,55.0,0.0734738550810066,0.000109436862888,,,,,,,,,,,,,,,,,,,,1278152.926
50631,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49995.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430843.0,BANDOGUDA,VILLAGE,32.0,137.0,64.0,73.0,34.0,18.0,16.0,0.0,0.0,0.0,137.0,64.0,73.0,23.0,16.0,7.0,114.0,48.0,66.0,85.0,41.0,44.0,72.0,37.0,35.0,67.0,35.0,32.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,13.0,4.0,9.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,6.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,52.0,23.0,29.0,0.109279747365193,0.000345066482116,,,,,,,,,,,,,,,,,,,,4041055.007
50638,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50003.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430694.0,KUTEDURUBANDHA,VILLAGE,16.0,63.0,33.0,30.0,10.0,5.0,5.0,0.0,0.0,0.0,63.0,33.0,30.0,20.0,11.0,9.0,43.0,22.0,21.0,42.0,22.0,20.0,39.0,22.0,17.0,39.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10.0,0.0202272284380461,2.75882099585114e-05,,,,,,,,,,,,,,,,,,,,323110.679
50652,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50024.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120016.0,KATAPALLI,430141.0,GOLITANGIRI,VILLAGE,52.0,232.0,116.0,116.0,48.0,23.0,25.0,0.0,0.0,0.0,232.0,116.0,116.0,33.0,19.0,14.0,199.0,97.0,102.0,120.0,61.0,59.0,120.0,61.0,59.0,120.0,61.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,55.0,57.0,0.177900217996248,0.0008423657495951,,,,,,,,,,,,,,,,,,,,9842941.28
50663,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50037.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3484.0,MALKANGIRI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119995.0,GANGALA,430874.0,DHAUDAGUDA,VILLAGE,50.0,231.0,104.0,127.0,55.0,25.0,30.0,0.0,0.0,0.0,224.0,99.0,125.0,25.0,15.0,10.0,206.0,89.0,117.0,118.0,59.0,59.0,115.0,57.0,58.0,115.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,113.0,45.0,68.0,0.068843484339956,0.0002877295328457,,,,,,,,,,,,,,,,,,,,3366345.616
50680,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50063.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430695.0,KOTAURU,VILLAGE,18.0,81.0,39.0,42.0,16.0,8.0,8.0,0.0,0.0,0.0,81.0,39.0,42.0,23.0,13.0,10.0,58.0,26.0,32.0,54.0,25.0,29.0,49.0,24.0,25.0,49.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,13.0,0.0303546168239211,4.93875260819287e-05,,,,,,,,,,,,,,,,,,,,578432.499
50686,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50073.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119950.0,ANDRAHAL,430555.0,GOILIKUNDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601177849515797,0.0001867405255318,,,,,,,,,,,,,,,,,,,,2182819.69
50690,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50078.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120012.0,DHUNGIAPUT,430370.0,DURUKAJODI,VILLAGE,139.0,668.0,317.0,351.0,128.0,61.0,67.0,636.0,299.0,337.0,17.0,9.0,8.0,333.0,187.0,146.0,335.0,130.0,205.0,346.0,177.0,169.0,234.0,171.0,63.0,175.0,147.0,28.0,51.0,20.0,31.0,2.0,2.0,0.0,6.0,2.0,4.0,112.0,6.0,106.0,36.0,4.0,32.0,75.0,2.0,73.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0,3.0,81.0,31.0,3.0,28.0,52.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,3.0,25.0,5.0,1.0,4.0,23.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,140.0,182.0,0.0634922188928014,0.0002355010276569,,,,,,,,,,,,,,,,,,,,2750970.336
50698,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50088.0,21.0,ODISHA,399.0,MALKANGIRI,3220.0,MALKANGIRI P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430252.0,SIMILIGUDA,VILLAGE,37.0,176.0,93.0,83.0,60.0,35.0,25.0,70.0,43.0,27.0,106.0,50.0,56.0,27.0,17.0,10.0,149.0,76.0,73.0,71.0,37.0,34.0,34.0,33.0,1.0,33.0,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,33.0,3.0,3.0,0.0,34.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,19.0,3.0,3.0,0.0,20.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,56.0,49.0,0.0518065622311058,9.04142066413557e-05,,,,,,,,,,,,,,,,,,,,1057876.737
50699,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50092.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430766.0,ARALIPADA,VILLAGE,21.0,75.0,45.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,71.0,43.0,28.0,4.0,4.0,0.0,71.0,41.0,30.0,45.0,23.0,22.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,22.0,25.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,22.0,25.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,8.0,0.0432790866224541,9.19936075133724e-05,,,,,,,,,,,,,,,,,,,,1075969.356
50707,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50105.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430771.0,BHAJAGUDA,VILLAGE,6.0,21.0,10.0,11.0,7.0,3.0,4.0,5.0,3.0,2.0,16.0,7.0,9.0,7.0,3.0,4.0,14.0,7.0,7.0,10.0,5.0,5.0,6.0,5.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,0.0295596021456759,3.73966412736766e-05,,,,,,,,,,,,,,,,,,,,437491.633
50708,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50107.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430549.0,RAULGUDA,VILLAGE,30.0,106.0,54.0,52.0,20.0,14.0,6.0,0.0,0.0,0.0,106.0,54.0,52.0,16.0,6.0,10.0,90.0,48.0,42.0,67.0,32.0,35.0,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,35.0,0.0,0.0,0.0,14.0,3.0,11.0,26.0,2.0,24.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,37.0,3.0,34.0,0.0,0.0,0.0,13.0,2.0,11.0,24.0,1.0,23.0,0.0,0.0,0.0,39.0,22.0,17.0,0.237929735029318,0.0029594378383149,,,,,,,,,,,,,,,,,,,,34604345.793
50722,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,50128.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430840.0,ELAMPANKA,VILLAGE,83.0,352.0,172.0,180.0,62.0,33.0,29.0,0.0,0.0,0.0,341.0,167.0,174.0,114.0,77.0,37.0,238.0,95.0,143.0,284.0,142.0,142.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,282.0,141.0,141.0,275.0,139.0,136.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,280.0,141.0,139.0,275.0,139.0,136.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,30.0,38.0,0.0893273875870487,0.0002628586540162,,,,,,,,,,,,,,,,,,,,3078189.141
